country,indicator,year,value
MYS,FP.CPI.TOTL.ZG,1974,17.3289809824411
MYS,FP.CPI.TOTL.ZG,1973,10.5601757413101
MYS,FP.CPI.TOTL.ZG,1972,3.23155422354874
MYS,FP.CPI.TOTL.ZG,1971,1.61303596395808
MYS,FP.CPI.TOTL.ZG,1970,1.84393596556387
MYS,FP.CPI.TOTL.ZG,1969,-0.40901502529407
MYS,FP.CPI.TOTL.ZG,1968,-0.158346528794567
MYS,FP.CPI.TOTL.ZG,1967,4.57556214033291
MYS,FP.CPI.TOTL.ZG,1966,0.967969025261369
MYS,FP.CPI.TOTL.ZG,1965,-0.10548523224379
MYS,FP.CPI.TOTL.ZG,1964,-0.402731571003658
MYS,FP.CPI.TOTL.ZG,1963,3.10525365608344
MYS,FP.CPI.TOTL.ZG,1962,0.10844026784809
MYS,FP.CPI.TOTL.ZG,1961,-0.180407721631565
MYS,FP.CPI.TOTL.ZG,1960,0.063182597888167
MYS,SL.UEM.TOTL.ZS,2025,3.764
MYS,SL.UEM.TOTL.ZS,2024,3.846
MYS,SL.UEM.TOTL.ZS,2023,3.858
MYS,SL.UEM.TOTL.ZS,2022,3.93
MYS,SL.UEM.TOTL.ZS,2021,4.64
MYS,SL.UEM.TOTL.ZS,2020,4.54
MYS,SL.UEM.TOTL.ZS,2019,3.33
MYS,SL.UEM.TOTL.ZS,2018,3.3
MYS,SL.UEM.TOTL.ZS,2017,3.41
MYS,SL.UEM.TOTL.ZS,2016,3.44
MYS,SL.UEM.TOTL.ZS,2015,3.1
MYS,SL.UEM.TOTL.ZS,2014,2.88
MYS,SL.UEM.TOTL.ZS,2013,3.14
MYS,SL.UEM.TOTL.ZS,2012,3.04
MYS,SL.UEM.TOTL.ZS,2011,3.05
MYS,SL.UEM.TOTL.ZS,2010,3.32
MYS,SL.UEM.TOTL.ZS,2009,3.62
MYS,SL.UEM.TOTL.ZS,2008,3.34
MYS,SL.UEM.TOTL.ZS,2007,3.31
MYS,SL.UEM.TOTL.ZS,2006,3.32
MYS,SL.UEM.TOTL.ZS,2005,3.53
MYS,SL.UEM.TOTL.ZS,2004,3.54
MYS,SL.UEM.TOTL.ZS,2003,3.61
MYS,SL.UEM.TOTL.ZS,2002,3.48
MYS,SL.UEM.TOTL.ZS,2001,3.53
MYS,SL.UEM.TOTL.ZS,2000,3.0
MYS,SL.UEM.TOTL.ZS,1999,3.43
MYS,SL.UEM.TOTL.ZS,1998,3.2
MYS,SL.UEM.TOTL.ZS,1997,2.45
MYS,SL.UEM.TOTL.ZS,1996,2.52
MYS,SL.UEM.TOTL.ZS,1995,3.15
MYS,SL.UEM.TOTL.ZS,1994,3.64
MYS,SL.UEM.TOTL.ZS,1993,4.11
MYS,SL.UEM.TOTL.ZS,1992,3.71
MYS,SL.UEM.TOTL.ZS,1991,3.7
MYS,GC.DOD.TOTL.GD.ZS,2024,64.566529006102
MYS,GC.DOD.TOTL.GD.ZS,2023,64.2816241956596
MYS,GC.DOD.TOTL.GD.ZS,2022,60.1479261322487
MYS,GC.DOD.TOTL.GD.ZS,2021,63.2668366732951
MYS,GC.DOD.TOTL.GD.ZS,2020,62.0067215086738
MYS,GC.DOD.TOTL.GD.ZS,2019,52.4213502119727
MYS,GC.DOD.TOTL.GD.ZS,2018,51.1859148831795
MYS,GC.DOD.TOTL.GD.ZS,2017,50.0496777374929
MYS,GC.DOD.TOTL.GD.ZS,2016,51.8905275342534
MYS,GC.DOD.TOTL.GD.ZS,2015,53.5744697326154
MYS,GC.DOD.TOTL.GD.ZS,2014,52.6758487332831
MYS,GC.DOD.TOTL.GD.ZS,2013,52.9992519246741
MYS,GC.DOD.TOTL.GD.ZS,2012,51.6464316160996
MYS,GC.DOD.TOTL.GD.ZS,2011,50.0286816425423
MYS,GC.DOD.TOTL.GD.ZS,2010,49.5598230655171
MYS,GC.DOD.TOTL.GD.ZS,2009,50.8357455983458
MYS,GC.DOD.TOTL.GD.ZS,2008,39.7997028374607
MYS,GC.DOD.TOTL.GD.ZS,2007,40.0881257702829
MYS,GC.DOD.TOTL.GD.ZS,2006,40.5883961366256
MYS,GC.DOD.TOTL.GD.ZS,2005,42.0675597614326
MYS,GC.DOD.TOTL.GD.ZS,2004,45.6966383151073
MYS,GC.DOD.TOTL.GD.ZS,2003,45.0766412986635
MYS,GC.DOD.TOTL.GD.ZS,2002,43.047339208221
MYS,GC.DOD.TOTL.GD.ZS,1995,41.0697028403447
MYS,GC.DOD.TOTL.GD.ZS,1994,47.6197297670635
MYS,GC.DOD.TOTL.GD.ZS,1993,55.6918359524722
MYS,GC.DOD.TOTL.GD.ZS,1992,64.3772978856134
MYS,GC.DOD.TOTL.GD.ZS,1991,73.3193215120926
MYS,GC.DOD.TOTL.GD.ZS,1990,79.5366179323318
MYS,IT.NET.USER.ZS,2024,98.0206059
MYS,IT.NET.USER.ZS,2023,97.69272633
MYS,IT.NET.USER.ZS,2022,97.3986404
MYS,IT.NET.USER.ZS,2021,96.7514278
MYS,IT.NET.USER.ZS,2020,89.55501192
MYS,IT.NET.USER.ZS,2019,84.1871450078281
MYS,IT.NET.USER.ZS,2018,81.2010486181174
MYS,IT.NET.USER.ZS,2017,80.1404790103961
MYS,IT.NET.USER.ZS,2016,78.7883099275229
MYS,IT.NET.USER.ZS,2015,71.0640678111957
MYS,IT.NET.USER.ZS,2014,63.6654258813225
MYS,IT.NET.USER.ZS,2013,57.05751226
MYS,IT.NET.USER.ZS,2012,65.8
MYS,IT.NET.USER.ZS,2011,61.0
MYS,IT.NET.USER.ZS,2010,56.3
MYS,IT.NET.USER.ZS,2009,55.9
MYS,IT.NET.USER.ZS,2008,55.8
MYS,IT.NET.USER.ZS,2007,55.7
MYS,IT.NET.USER.ZS,2006,51.6379889864403
MYS,IT.NET.USER.ZS,2005,48.6291702459839
MYS,IT.NET.USER.ZS,2004,42.2522656295248
MYS,IT.NET.USER.ZS,2003,34.9711523397291
MYS,IT.NET.USER.ZS,2002,32.3382043389359
MYS,IT.NET.USER.ZS,2001,26.6959725007084
MYS,IT.NET.USER.ZS,2000,21.3847311644538
MYS,IT.NET.USER.ZS,1999,12.3
MYS,IT.NET.USER.ZS,1998,6.75
MYS,IT.NET.USER.ZS,1997,2.31
MYS,IT.NET.USER.ZS,1996,0.852
MYS,IT.NET.USER.ZS,1995,0.146
MYS,IT.NET.USER.ZS,1994,0.0996
MYS,IT.NET.USER.ZS,1993,0.0255
MYS,IT.NET.USER.ZS,1992,0.00105
MYS,IT.NET.USER.ZS,1990,0.0
MYS,EG.ELC.ACCS.ZS,2024,100.0
MYS,EG.ELC.ACCS.ZS,2023,100.0
MYS,EG.ELC.ACCS.ZS,2022,100.0
MYS,EG.ELC.ACCS.ZS,2021,100.0
MYS,EG.ELC.ACCS.ZS,2020,100.0
MYS,EG.ELC.ACCS.ZS,2019,100.0
MYS,EG.ELC.ACCS.ZS,2018,100.0
MYS,EG.ELC.ACCS.ZS,2017,100.0
MYS,EG.ELC.ACCS.ZS,2016,99.9
MYS,EG.ELC.ACCS.ZS,2015,99.9
MYS,EG.ELC.ACCS.ZS,2014,99.7
MYS,EG.ELC.ACCS.ZS,2013,99.6
MYS,EG.ELC.ACCS.ZS,2012,99.8
MYS,EG.ELC.ACCS.ZS,2011,99.5
MYS,EG.ELC.ACCS.ZS,2010,99.5
MYS,EG.ELC.ACCS.ZS,2009,99.3
MYS,EG.ELC.ACCS.ZS,2008,99.0
MYS,EG.ELC.ACCS.ZS,2007,98.9
MYS,EG.ELC.ACCS.ZS,2006,98.8
MYS,EG.ELC.ACCS.ZS,2005,98.7
MYS,EG.ELC.ACCS.ZS,2004,98.7
MYS,EG.ELC.ACCS.ZS,2003,98.7
MYS,EG.ELC.ACCS.ZS,2002,98.6
MYS,EG.ELC.ACCS.ZS,2001,98.6
MYS,EG.ELC.ACCS.ZS,2000,98.6
MYS,IT.NET.BBND.P2,2024,13.5464432669708
MYS,IT.NET.BBND.P2,2023,13.0287000355119
MYS,IT.NET.BBND.P2,2022,12.1753566089982
MYS,IT.NET.BBND.P2,2021,10.8921782282506
MYS,IT.NET.BBND.P2,2020,9.91101742902637
MYS,IT.NET.BBND.P2,2019,8.86497357882019
MYS,IT.NET.BBND.P2,2018,8.19179819298533
MYS,IT.NET.BBND.P2,2017,8.30705146836206
MYS,IT.NET.BBND.P2,2016,8.55245970508987
MYS,IT.NET.BBND.P2,2015,9.80955980953099
MYS,IT.NET.BBND.P2,2014,9.97193881432051
MYS,IT.NET.BBND.P2,2013,9.73942530166021
MYS,IT.NET.BBND.P2,2012,9.84700347717991
MYS,IT.NET.BBND.P2,2011,8.59576382844835
MYS,IT.NET.BBND.P2,2010,7.32068815724969
MYS,IT.NET.BBND.P2,2009,5.52395471352698
MYS,IT.NET.BBND.P2,2008,4.82153483966066
MYS,IT.NET.BBND.P2,2007,3.83430285414437
MYS,IT.NET.BBND.P2,2006,2.84276851737206
MYS,IT.NET.BBND.P2,2005,1.86986635854964
MYS,IT.NET.BBND.P2,2004,0.999731873891089
MYS,IT.NET.BBND.P2,2003,0.447341087591283
MYS,IT.NET.BBND.P2,2002,0.0800830553639777
MYS,IT.NET.BBND.P2,2001,0.0170020765486193
MYS,FS.AST.PRVT.GD.ZS,2025,117.938077066737
MYS,FS.AST.PRVT.GD.ZS,2024,116.107410807392
MYS,FS.AST.PRVT.GD.ZS,2023,117.099430029325
MYS,FS.AST.PRVT.GD.ZS,2022,113.070470558095
MYS,FS.AST.PRVT.GD.ZS,2021,127.260894609567
MYS,FS.AST.PRVT.GD.ZS,2020,133.816995520751
MYS,FS.AST.PRVT.GD.ZS,2019,120.706946299114
MYS,FS.AST.PRVT.GD.ZS,2018,120.276311883907
MYS,FS.AST.PRVT.GD.ZS,2017,117.167568374282
MYS,FS.AST.PRVT.GD.ZS,2016,121.979820601963
MYS,FS.AST.PRVT.GD.ZS,2015,123.10362963114
MYS,FS.AST.PRVT.GD.ZS,2014,120.578651022847
MYS,FS.AST.PRVT.GD.ZS,2013,119.899693910412
MYS,FS.AST.PRVT.GD.ZS,2012,114.124529817132
MYS,FS.AST.PRVT.GD.ZS,2011,108.425936705379
MYS,FS.AST.PRVT.GD.ZS,2010,107.122752573885
MYS,FS.AST.PRVT.GD.ZS,2009,111.606889987937
MYS,FS.AST.PRVT.GD.ZS,2008,96.7482535065206
MYS,FS.AST.PRVT.GD.ZS,2007,101.580075160148
MYS,FS.AST.PRVT.GD.ZS,2006,103.663830374316
MYS,FS.AST.PRVT.GD.ZS,2005,106.524431907379
MYS,FS.AST.PRVT.GD.ZS,2004,111.937605148211
MYS,FS.AST.PRVT.GD.ZS,2003,118.974148880103
MYS,FS.AST.PRVT.GD.ZS,2002,121.827344934405
MYS,FS.AST.PRVT.GD.ZS,2001,129.101375578239
MYS,FS.AST.PRVT.GD.ZS,2000,134.999853925775
MYS,FS.AST.PRVT.GD.ZS,1999,149.152981074863
MYS,FS.AST.PRVT.GD.ZS,1998,158.505378770173
MYS,FS.AST.PRVT.GD.ZS,1997,158.385047580688
MYS,FS.AST.PRVT.GD.ZS,1996,141.633739142087
MYS,FS.AST.PRVT.GD.ZS,1995,124.414153627631
MYS,FS.AST.PRVT.GD.ZS,1994,109.217183990668
MYS,FS.AST.PRVT.GD.ZS,1993,106.459806961915
MYS,FS.AST.PRVT.GD.ZS,1992,108.529220477562
MYS,FS.AST.PRVT.GD.ZS,1991,73.7605458689796
MYS,FS.AST.PRVT.GD.ZS,1990,69.4126686877
MYS,FS.AST.PRVT.GD.ZS,1989,95.652884551424
MYS,FS.AST.PRVT.GD.ZS,1988,86.462487820721
MYS,FS.AST.PRVT.GD.ZS,1987,89.576617130172
MYS,FS.AST.PRVT.GD.ZS,1986,101.466044640612
MYS,FS.AST.PRVT.GD.ZS,1985,88.1746482509358
MYS,FS.AST.PRVT.GD.ZS,1984,74.8901319924576
MYS,FS.AST.PRVT.GD.ZS,1983,69.9268922832321
MYS,FS.AST.PRVT.GD.ZS,1982,62.7329281846127
MYS,FS.AST.PRVT.GD.ZS,1981,57.7614427299394
MYS,FS.AST.PRVT.GD.ZS,1980,49.9093944623696
MYS,FS.AST.PRVT.GD.ZS,1979,41.4774685507496
MYS,FS.AST.PRVT.GD.ZS,1978,39.1928416829436
MYS,FS.AST.PRVT.GD.ZS,1977,35.8237476808905
MYS,FS.AST.PRVT.GD.ZS,1976,33.9825529642158
MYS,FS.AST.PRVT.GD.ZS,1975,34.3157800465699
MYS,FS.AST.PRVT.GD.ZS,1974,28.2365036311138
MYS,FS.AST.PRVT.GD.ZS,1973,27.7893499973295
MYS,FS.AST.PRVT.GD.ZS,1972,24.2405063291139
MYS,FS.AST.PRVT.GD.ZS,1971,22.5627170976457
MYS,FS.AST.PRVT.GD.ZS,1970,21.2866683574267
MYS,FS.AST.PRVT.GD.ZS,1969,18.3722588696737
MYS,FS.AST.PRVT.GD.ZS,1968,16.5767533104463
MYS,FS.AST.PRVT.GD.ZS,1967,14.3925425117804
MYS,FS.AST.PRVT.GD.ZS,1966,13.1975475423465
MYS,FS.AST.PRVT.GD.ZS,1965,12.3646408839779
MYS,FS.AST.PRVT.GD.ZS,1964,11.1884695248565
MYS,FS.AST.PRVT.GD.ZS,1963,11.9599167100468
MYS,FS.AST.PRVT.GD.ZS,1962,12.6326097600783
MYS,FS.AST.PRVT.GD.ZS,1961,11.8687736173136
MYS,FS.AST.PRVT.GD.ZS,1960,8.91578588475963
MYS,IC.BUS.NDNS.ZS,2024,2.37877480507523
MYS,IC.BUS.NDNS.ZS,2023,2.2491868932088
MYS,IC.BUS.NDNS.ZS,2022,2.13701350889735
MYS,IC.BUS.NDNS.ZS,2021,2.05419054158502
MYS,IC.BUS.NDNS.ZS,2020,2.03659138288557
MYS,IC.BUS.NDNS.ZS,2019,2.20654540036676
MYS,IC.BUS.NDNS.ZS,2018,2.28279824678341
MYS,IC.BUS.NDNS.ZS,2017,2.34280529664659
MYS,IC.BUS.NDNS.ZS,2016,2.13808100181695
MYS,IC.BUS.NDNS.ZS,2015,2.27034664038729
MYS,IC.BUS.NDNS.ZS,2014,2.45785737871772
MYS,IC.BUS.NDNS.ZS,2013,2.32405495501871
MYS,IC.BUS.NDNS.ZS,2012,2.25790932178077
MYS,IC.BUS.NDNS.ZS,2011,2.30901407557749
MYS,IC.BUS.NDNS.ZS,2010,2.29504111792672
MYS,IC.BUS.NDNS.ZS,2009,2.21372477312753
MYS,IC.BUS.NDNS.ZS,2008,2.28872328647712
MYS,IC.BUS.NDNS.ZS,2007,2.4517904854176
MYS,IC.BUS.NDNS.ZS,2006,2.2333643070557
MYS,NE.TRD.GNFS.ZS,2025,136.39642032295
MYS,NE.TRD.GNFS.ZS,2024,137.362571161559
MYS,NE.TRD.GNFS.ZS,2023,132.593461641599
MYS,NE.TRD.GNFS.ZS,2022,146.424604753908
MYS,NE.TRD.GNFS.ZS,2021,134.035994690727
MYS,NE.TRD.GNFS.ZS,2020,116.788182437638
MYS,NE.TRD.GNFS.ZS,2019,123.028562027943
MYS,NE.TRD.GNFS.ZS,2018,130.402625502126
MYS,NE.TRD.GNFS.ZS,2017,133.155173371956
MYS,NE.TRD.GNFS.ZS,2016,126.8990100257
MYS,NE.TRD.GNFS.ZS,2015,131.37007244526
MYS,NE.TRD.GNFS.ZS,2014,138.312231176843
MYS,NE.TRD.GNFS.ZS,2013,142.720991464873
MYS,NE.TRD.GNFS.ZS,2012,147.841754766013
MYS,NE.TRD.GNFS.ZS,2011,154.937684607226
MYS,NE.TRD.GNFS.ZS,2010,157.944764886771
MYS,NE.TRD.GNFS.ZS,2009,162.558970452699
MYS,NE.TRD.GNFS.ZS,2008,176.668324785148
MYS,NE.TRD.GNFS.ZS,2007,192.465506357652
MYS,NE.TRD.GNFS.ZS,2006,202.577146840398
MYS,NE.TRD.GNFS.ZS,2005,203.854644595624
MYS,NE.TRD.GNFS.ZS,2004,210.374265897124
MYS,NE.TRD.GNFS.ZS,2003,194.195129056831
MYS,NE.TRD.GNFS.ZS,2002,199.356232695655
MYS,NE.TRD.GNFS.ZS,2001,203.364636010653
MYS,NE.TRD.GNFS.ZS,2000,220.406788982074
MYS,NE.TRD.GNFS.ZS,1999,217.570919391949
MYS,NE.TRD.GNFS.ZS,1998,209.492202808189
MYS,NE.TRD.GNFS.ZS,1997,185.66511116237
MYS,NE.TRD.GNFS.ZS,1996,181.766982485457
MYS,NE.TRD.GNFS.ZS,1995,192.113200253514
MYS,NE.TRD.GNFS.ZS,1994,179.904942673986
MYS,NE.TRD.GNFS.ZS,1993,157.940462501597
MYS,NE.TRD.GNFS.ZS,1992,150.611220981935
MYS,NE.TRD.GNFS.ZS,1991,159.311447263255
MYS,NE.TRD.GNFS.ZS,1990,146.888252533989
MYS,NE.TRD.GNFS.ZS,1989,136.689061416096
MYS,NE.TRD.GNFS.ZS,1988,122.624228645664
MYS,NE.TRD.GNFS.ZS,1987,111.919590553123
MYS,NE.TRD.GNFS.ZS,1986,106.497751208202
MYS,NE.TRD.GNFS.ZS,1985,104.683103136698
MYS,NE.TRD.GNFS.ZS,1984,106.629792583281
MYS,NE.TRD.GNFS.ZS,1983,108.016296632786
MYS,NE.TRD.GNFS.ZS,1982,110.458633524497
MYS,NE.TRD.GNFS.ZS,1981,110.862131810529
MYS,NE.TRD.GNFS.ZS,1980,112.587228933744
MYS,NE.TRD.GNFS.ZS,1979,103.153541271756
MYS,NE.TRD.GNFS.ZS,1978,92.5460592303225
MYS,NE.TRD.GNFS.ZS,1977,92.7767470624614
MYS,NE.TRD.GNFS.ZS,1976,93.1956560441517
MYS,NE.TRD.GNFS.ZS,1975,90.6457101916532
MYS,NE.TRD.GNFS.ZS,1974,96.3863855105434
MYS,NE.TRD.GNFS.ZS,1973,77.3326924104043
MYS,NE.TRD.GNFS.ZS,1972,73.3755274261603
MYS,NE.TRD.GNFS.ZS,1971,79.4905441914319
MYS,NE.TRD.GNFS.ZS,1970,86.8797024262406
MYS,NE.TRD.GNFS.ZS,1969,84.2396149046176
MYS,NE.TRD.GNFS.ZS,1968,82.932810201079
MYS,NE.TRD.GNFS.ZS,1967,79.4919073960254
MYS,NE.TRD.GNFS.ZS,1966,81.0765873428245
MYS,NE.TRD.GNFS.ZS,1965,85.3149171270718
MYS,NE.TRD.GNFS.ZS,1964,86.4297056308782
MYS,NE.TRD.GNFS.ZS,1963,89.7058823529412
MYS,NE.TRD.GNFS.ZS,1962,89.1790435776073
MYS,NE.TRD.GNFS.ZS,1961,90.054963929921
MYS,NE.TRD.GNFS.ZS,1960,92.3286737129219
MYS,BX.KLT.DINV.WD.GD.ZS,2024,3.6930953933026
MYS,BX.KLT.DINV.WD.GD.ZS,2023,1.97990062716743
MYS,BX.KLT.DINV.WD.GD.ZS,2022,3.68486215546291
MYS,BX.KLT.DINV.WD.GD.ZS,2021,5.41626377085161
MYS,BX.KLT.DINV.WD.GD.ZS,2020,1.20275464255821
MYS,BX.KLT.DINV.WD.GD.ZS,2019,2.50697705748044
MYS,BX.KLT.DINV.WD.GD.ZS,2018,2.31458721219734
MYS,BX.KLT.DINV.WD.GD.ZS,2017,2.9358203805856
MYS,BX.KLT.DINV.WD.GD.ZS,2016,4.47130958598651
MYS,BX.KLT.DINV.WD.GD.ZS,2015,3.27094402931735
MYS,BX.KLT.DINV.WD.GD.ZS,2014,3.14122940365348
MYS,BX.KLT.DINV.WD.GD.ZS,2013,3.49431175959971
MYS,BX.KLT.DINV.WD.GD.ZS,2012,2.82905738174529
MYS,BX.KLT.DINV.WD.GD.ZS,2011,5.07446032143377
MYS,BX.KLT.DINV.WD.GD.ZS,2010,4.26864663854031
MYS,BX.KLT.DINV.WD.GD.ZS,2009,0.056692316075743
MYS,BX.KLT.DINV.WD.GD.ZS,2008,3.28081949125174
MYS,BX.KLT.DINV.WD.GD.ZS,2007,4.68684578287436
MYS,BX.KLT.DINV.WD.GD.ZS,2006,4.72716484834358
MYS,BX.KLT.DINV.WD.GD.ZS,2005,2.73438734940078
MYS,BX.KLT.DINV.WD.GD.ZS,2004,3.50787262049412
MYS,BX.KLT.DINV.WD.GD.ZS,2003,2.92094209456765
MYS,BX.KLT.DINV.WD.GD.ZS,2002,3.16612432250471
MYS,BX.KLT.DINV.WD.GD.ZS,2001,0.597029318252079
MYS,BX.KLT.DINV.WD.GD.ZS,2000,4.03842862393763
MYS,BX.KLT.DINV.WD.GD.ZS,1999,4.9214666648934
MYS,BX.KLT.DINV.WD.GD.ZS,1998,2.99775085201455
MYS,BX.KLT.DINV.WD.GD.ZS,1997,5.13624115805327
MYS,BX.KLT.DINV.WD.GD.ZS,1996,5.03534293107291
MYS,BX.KLT.DINV.WD.GD.ZS,1995,4.71024540158831
MYS,BX.KLT.DINV.WD.GD.ZS,1994,5.82961425798393
MYS,BX.KLT.DINV.WD.GD.ZS,1993,7.4828391233144
MYS,BX.KLT.DINV.WD.GD.ZS,1992,8.76047440214555
MYS,BX.KLT.DINV.WD.GD.ZS,1991,8.13632963600556
MYS,BX.KLT.DINV.WD.GD.ZS,1990,5.29807441993264
MYS,BX.KLT.DINV.WD.GD.ZS,1989,4.29333056736689
MYS,BX.KLT.DINV.WD.GD.ZS,1988,2.03962299468874
MYS,BX.KLT.DINV.WD.GD.ZS,1987,1.31343634347508
MYS,BX.KLT.DINV.WD.GD.ZS,1986,1.76271777377718
MYS,BX.KLT.DINV.WD.GD.ZS,1985,2.22666868667977
MYS,BX.KLT.DINV.WD.GD.ZS,1984,2.34946607947751
MYS,BX.KLT.DINV.WD.GD.ZS,1983,4.15365396776224
MYS,BX.KLT.DINV.WD.GD.ZS,1982,5.21254407721585
MYS,BX.KLT.DINV.WD.GD.ZS,1981,5.05788624278183
MYS,BX.KLT.DINV.WD.GD.ZS,1980,3.81368591872655
MYS,BX.KLT.DINV.WD.GD.ZS,1979,2.70334351108458
MYS,BX.KLT.DINV.WD.GD.ZS,1978,3.05653847627618
MYS,BX.KLT.DINV.WD.GD.ZS,1977,3.08905338613725
MYS,BX.KLT.DINV.WD.GD.ZS,1976,3.45024034295074
MYS,BX.KLT.DINV.WD.GD.ZS,1975,3.76920863765598
MYS,BX.KLT.DINV.WD.GD.ZS,1974,6.01102542086446
MYS,BX.KLT.DINV.WD.GD.ZS,1973,2.24458024889174
MYS,BX.KLT.DINV.WD.GD.ZS,1972,2.2604035443038
MYS,BX.KLT.DINV.WD.GD.ZS,1971,2.3560478579699
MYS,BX.KLT.DINV.WD.GD.ZS,1970,2.43262050891876
VNM,NY.GDP.MKTP.KD.ZG,2025,8.01882998978245
VNM,NY.GDP.MKTP.KD.ZG,2024,7.03955197123018
VNM,NY.GDP.MKTP.KD.ZG,2023,4.97865959483225
VNM,NY.GDP.MKTP.KD.ZG,2022,8.53750041218142
VNM,NY.GDP.MKTP.KD.ZG,2021,2.55372852648131
VNM,NY.GDP.MKTP.KD.ZG,2020,2.86541320912272
VNM,NY.GDP.MKTP.KD.ZG,2019,7.35926270105006
VNM,NY.GDP.MKTP.KD.ZG,2018,7.46500685572751
VNM,NY.GDP.MKTP.KD.ZG,2017,6.94019037359206
VNM,NY.GDP.MKTP.KD.ZG,2016,6.69000892660424
VNM,NY.GDP.MKTP.KD.ZG,2015,6.98715430598611
VNM,NY.GDP.MKTP.KD.ZG,2014,6.42224312118567
VNM,NY.GDP.MKTP.KD.ZG,2013,5.55351081026072
VNM,NY.GDP.MKTP.KD.ZG,2012,5.5045447041189
VNM,NY.GDP.MKTP.KD.ZG,2011,6.41316889681683
VNM,NY.GDP.MKTP.KD.ZG,2010,6.42324482239482
VNM,NY.GDP.MKTP.KD.ZG,2009,5.39789754014181
VNM,NY.GDP.MKTP.KD.ZG,2008,5.66177120891362
VNM,NY.GDP.MKTP.KD.ZG,2007,7.12950448605439
VNM,NY.GDP.MKTP.KD.ZG,2006,6.97795481056711
VNM,NY.GDP.MKTP.KD.ZG,2005,7.54724772895918
VNM,NY.GDP.MKTP.KD.ZG,2004,7.53641060890386
VNM,NY.GDP.MKTP.KD.ZG,2003,6.89906349055258
VNM,NY.GDP.MKTP.KD.ZG,2002,6.32082099160833
VNM,NY.GDP.MKTP.KD.ZG,2001,6.19289331233377
VNM,NY.GDP.MKTP.KD.ZG,2000,6.78731640463151
VNM,NY.GDP.MKTP.KD.ZG,1999,4.77358688344989
VNM,NY.GDP.MKTP.KD.ZG,1998,5.76445545848843
VNM,NY.GDP.MKTP.KD.ZG,1997,8.1520841433542
VNM,NY.GDP.MKTP.KD.ZG,1996,9.34001749939179
VNM,NY.GDP.MKTP.KD.ZG,1995,9.54048017491264
VNM,NY.GDP.MKTP.KD.ZG,1994,8.83898095245374
VNM,NY.GDP.MKTP.KD.ZG,1993,8.07273065739605
VNM,NY.GDP.MKTP.KD.ZG,1992,8.64604745934572
VNM,NY.GDP.MKTP.KD.ZG,1991,5.96084393218912
VNM,NY.GDP.MKTP.KD.ZG,1990,5.10091813908369
VNM,NY.GDP.MKTP.KD.ZG,1989,7.36451289395819
VNM,NY.GDP.MKTP.KD.ZG,1988,5.13501167157808
VNM,NY.GDP.MKTP.KD.ZG,1987,3.5834696313072
VNM,NY.GDP.MKTP.KD.ZG,1986,2.78929157479443
VNM,NY.GDP.MKTP.KD.ZG,1985,3.80585566810947
VNM,NY.GDP.PCAP.CD,2025,5065.99091899299
VNM,NY.GDP.PCAP.CD,2024,4716.6599379632
VNM,NY.GDP.PCAP.CD,2023,4322.82572261566
VNM,NY.GDP.PCAP.CD,2022,4147.69777213621
VNM,NY.GDP.PCAP.CD,2021,3704.1935590038
VNM,NY.GDP.PCAP.CD,2020,3534.03953482647
VNM,NY.GDP.PCAP.CD,2019,3440.90025375434
VNM,NY.GDP.PCAP.CD,2018,3222.31003125366
VNM,NY.GDP.PCAP.CD,2017,2956.10992127753
VNM,NY.GDP.PCAP.CD,2016,2735.0604380416
VNM,NY.GDP.PCAP.CD,2015,2577.56885340113
VNM,NY.GDP.PCAP.CD,2014,2546.38464459903
VNM,NY.GDP.PCAP.CD,2013,2359.51736472828
VNM,NY.GDP.PCAP.CD,2012,2185.11767654291
VNM,NY.GDP.PCAP.CD,2011,1950.92504174913
VNM,NY.GDP.PCAP.CD,2010,1683.16182443979
VNM,NY.GDP.PCAP.CD,2009,1226.16976051536
VNM,NY.GDP.PCAP.CD,2008,1163.83195772873
VNM,NY.GDP.PCAP.CD,2007,925.640338348717
VNM,NY.GDP.PCAP.CD,2006,807.756645117054
VNM,NY.GDP.PCAP.CD,2005,710.746759994861
VNM,NY.GDP.PCAP.CD,2004,565.452284586212
VNM,NY.GDP.PCAP.CD,2003,497.117089249256
VNM,NY.GDP.PCAP.CD,2002,445.132861817313
VNM,NY.GDP.PCAP.CD,2001,419.205677580901
VNM,NY.GDP.PCAP.CD,2000,404.029784055118
VNM,NY.GDP.PCAP.CD,1999,375.994455900496
VNM,NY.GDP.PCAP.CD,1998,361.350928411167
VNM,NY.GDP.PCAP.CD,1997,361.643884085566
VNM,NY.GDP.PCAP.CD,1996,337.051231790277
VNM,NY.GDP.PCAP.CD,1995,287.802661028593
VNM,NY.GDP.PCAP.CD,1994,229.857787265757
VNM,NY.GDP.PCAP.CD,1993,189.418573584332
VNM,NY.GDP.PCAP.CD,1992,144.549392371677
VNM,NY.GDP.PCAP.CD,1991,143.715270231936
VNM,NY.GDP.PCAP.CD,1990,98.7983370311401
VNM,NY.GDP.PCAP.CD,1989,98.1070172159577
VNM,NY.GDP.PCAP.CD,1988,404.559305078888
VNM,NY.GDP.PCAP.CD,1987,595.247488701606
VNM,NY.GDP.PCAP.CD,1986,436.419296772225
VNM,NY.GDP.PCAP.CD,1985,238.647805313403
VNM,SP.POP.TOTL,2025,101598527.0
VNM,SP.POP.TOTL,2024,100987686.0
